Zip.Code,Sample.Number,Date.Submitted,Analysis..Lead.,Lead.ppb,Analysis..Copper.,copper.ppb,Street..,Street.Name,City,N,income,ave.income
48503,LG60806,7/20/16,Lead,0,Copper,0,421,W WITHERBEE ST,FLINT,9642,310929,32.24735532
48503,LG68479,8/22/16,Lead,0,Copper,0,101,W YORK AVE,FLINT,9642,310929,32.24735532
48503,LG67835,8/18/16,Lead,2,Copper,60,2808,MALLERY ST,FLINT,9642,310929,32.24735532
48503,LG87790,11/18/16,Lead,1,Copper,0,702,CRAWFORD ST,FLINT,9642,310929,32.24735532
48503,LG89862,12/5/16,Lead,,Copper,,,,FLINT,9642,310929,32.24735532
48503,LG60655,7/19/16,Lead,4,Copper,0,2319,CALUMET ST,FLINT,9642,310929,32.24735532
48503,LG69542,8/25/16,Lead,4,Copper,0,1915,CARTIER ST,FLINT,9642,310929,32.24735532
48503,LG75278,9/21/16,Lead,0,Copper,0,1738,WALNUT CREEK DR,FLINT,9642,310929,32.24735532
48503,LG60667,7/19/16,Lead,4,Copper,0,2706,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG67842,8/18/16,Lead,4,Copper,0,2811,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG76895,9/26/16,Lead,0,Copper,0,2038,CHURCH ST,FLINT,9642,310929,32.24735532
48503,LG83085,10/20/16,Lead,,Copper,,2608,WALTER ST,FLINT,9642,310929,32.24735532
48503,LG83448,10/24/16,Lead,,Copper,,632,PARTRIDGE ST,FLINT,9642,310929,32.24735532
48503,LG89856,12/5/16,Lead,,Copper,,1110,BURLINGTON,FLINT,9642,310929,32.24735532
48503,LG60805,7/20/16,Lead,2,Copper,0,3717,MASON ST,FLINT,9642,310929,32.24735532
48503,LG75336,9/21/16,Lead,0,Copper,60,1379,WASHINGTON AVE,FLINT,9642,310929,32.24735532
48503,LG87366,11/17/16,Lead,0,Copper,0,1379,WASHINGTON AVE,FLINT,9642,310929,32.24735532
48503,LG88043,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,9642,310929,32.24735532
48503,LG88044,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,9642,310929,32.24735532
48503,LG83016,10/20/16,Lead,1,Copper,0,624,STEVENSON ST,FLINT,9642,310929,32.24735532
48503,LG77503,9/27/16,Lead,2,Copper,0,1515,MILBOURNE AVE,FLINT,9642,310929,32.24735532
48503,LG87352,11/17/16,Lead,0,Copper,0,2820,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG67927,8/18/16,Lead,4,Copper,0,2823,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG64578,8/4/16,Lead,0,Copper,0,2931,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG87599,11/17/16,Lead,,Copper,,,WOODSIDE CHURCH MCC ECLC,FLINT,9642,310929,32.24735532
48503,LG90798,12/8/16,Lead,0,Copper,0,3110,CORUNNA,FLINT,9642,310929,32.24735532
48503,LG90799,12/8/16,Lead,0,Copper,0,2310,COURT ST,FLINT,9642,310929,32.24735532
48503,LG81085,10/10/16,Lead,0,Copper,0,717,DICKINSON ST,FLINT,9642,310929,32.24735532
48503,LG66299,8/11/16,Lead,0,Copper,0,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG62994,7/28/16,Lead,5,Copper,70,3617,HERRICK ST,FLINT,9642,310929,32.24735532
48503,LG90807,12/8/16,Lead,0,Copper,50,2008,DWIGHT AVE,FLINT,9642,310929,32.24735532
48503,LG88058,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,9642,310929,32.24735532
48503,LG67990,8/18/16,Lead,0,Copper,60,5713,WESTERN RD,FLINT,9642,310929,32.24735532
48503,LG61129,7/20/16,Lead,2,Copper,110,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG90815,12/8/16,Lead,,Copper,,618,EAST BISHOP AVE,FLINT,9642,310929,32.24735532
48503,LG58038,7/7/16,Lead,10,Copper,100,201,PIPER AVE,FLINT,9642,310929,32.24735532
48503,LG74219,9/15/16,Lead,1,Copper,0,209,W DEWEY ST,FLINT,9642,310929,32.24735532
48503,LG67973,8/18/16,Lead,5,Copper,70,1925,LYNBROOK DR,FLINT,9642,310929,32.24735532
48503,LG74867,9/19/16,Lead,0,Copper,0,2702,WESTWOOD PKWY,FLINT,9642,310929,32.24735532
48503,LG71006,9/1/16,Lead,10,Copper,140,2540,S GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG63013,7/28/16,Lead,2,Copper,0,,,FLINT,9642,310929,32.24735532
48503,LG88070,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,9642,310929,32.24735532
48503,LG87672,11/17/16,Lead,0,Copper,410,3121,WESTWOOD PKWY,FLINT,9642,310929,32.24735532
48503,LG88169,11/21/16,Lead,,Copper,,519,GREENFIELD AVENUE,FLINT,9642,310929,32.24735532
48503,LG89859,12/5/16,Lead,,Copper,,2539,FLUSHING RD,FLINT,9642,310929,32.24735532
48503,LG76258,9/22/16,Lead,0,Copper,60,3330,WESTWOOD PKWY,FLINT,9642,310929,32.24735532
48503,LG81094,10/10/16,Lead,0,Copper,0,4701,CLOVERLAWN DR,FLINT,9642,310929,32.24735532
48503,LG79593,10/3/16,Lead,19,Copper,160,605,ODETTE ST,FLINT,9642,310929,32.24735532
48503,LG90783,12/8/16,Lead,0,Copper,0,101,GRAND TRAVERSE,FLINT,9642,310929,32.24735532
48503,LG75325,9/21/16,Lead,4,Copper,70,1297,KEARSLEY PARK BLVD,FLINT,9642,310929,32.24735532
48503,LG84536,10/31/16,Lead,,Copper,,936,HURON ST,FLINT,9642,310929,32.24735532
48503,LG67913,8/18/16,Lead,3,Copper,0,4214,OGEMA AVE,FLINT,9642,310929,32.24735532
48503,LG88729,11/28/16,Lead,,Copper,,2420,BAGLEY ST,FLINT,9642,310929,32.24735532
48503,LG83027,10/20/16,Lead,4,Copper,0,2005,KNAPMAN ST,FLINT,9642,310929,32.24735532
48503,LG83092,10/20/16,Lead,,Copper,,6626,COLONIAL DR,FLINT,9642,310929,32.24735532
48503,LG87384,11/17/16,Lead,1,Copper,0,2120,WINDEMERE AVE,FLINT,9642,310929,32.24735532
48503,LG61485,7/21/16,Lead,11,Copper,0,2320,COPEMAN BLVD,FLINT,9642,310929,32.24735532
48503,LG87601,11/17/16,Lead,,Copper,,,PEYTON LEARNING PLACE,CLIO,9642,310929,32.24735532
48503,LG57989,7/7/16,Lead,0,Copper,60,2833,COMANCHE AVE,FLINT,9642,310929,32.24735532
48503,LG66291,8/11/16,Lead,11,Copper,0,1506,KNIGHT AVE,FLINT,9642,310929,32.24735532
48503,LG86555,11/10/16,Lead,,Copper,,3214,PENCOMBE PL  APP 72C,FLINT,9642,310929,32.24735532
48503,LG60789,7/20/16,Lead,2,Copper,0,1614,PARK ST,FLINT,9642,310929,32.24735532
48503,LG85727,11/7/16,Lead,,Copper,,2702,YALE ST,FLINT,9642,310929,32.24735532
48503,LG88171,11/21/16,Lead,,Copper,,2057,N AVERILL,FLINT,9642,310929,32.24735532
48503,LG81796,10/13/16,Lead,0,Copper,0,4226,BROWNELL BLVD,FLINT,9642,310929,32.24735532
48503,LG60785,7/20/16,Lead,2,Copper,0,1704,PARK ST,FLINT,9642,310929,32.24735532
48503,LG68450,8/22/16,Lead,0,Copper,0,2414,PIERCE ST,FLINT,9642,310929,32.24735532
48503,LG75287,9/21/16,Lead,0,Copper,0,749,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG74227,9/15/16,Lead,5,Copper,0,209,W DEWEY ST,FLINT,9642,310929,32.24735532
48503,LG69525,8/25/16,Lead,0,Copper,0,1629,WISCONSIN AVE,FLINT,9642,310929,32.24735532
48503,LG69534,8/25/16,Lead,0,Copper,0,1629,WISCONSIN AVE,FLINT,9642,310929,32.24735532
48503,LG66290,8/11/16,Lead,0,Copper,70,1613,PINGREE AVE,FLINT,9642,310929,32.24735532
48503,LG74248,9/15/16,Lead,0,Copper,0,905,BUCKINGHAM AVE,FLINT,9642,310929,32.24735532
48503,LG58829,7/12/16,Lead,0,Copper,0,5136,E BOULEVARD DR,FLINT,9642,310929,32.24735532
48503,LG62979,7/28/16,Lead,0,Copper,0,3838,PITKIN AVE,FLINT,9642,310929,32.24735532
48503,LG88726,11/28/16,Lead,0,Copper,0,1190,E CARPENTER,FLINT,9642,310929,32.24735532
48503,LG86561,11/10/16,Lead,,Copper,,1069,E BUNDY AVE,FLINT,9642,310929,32.24735532
48503,LG67985,8/18/16,Lead,4,Copper,50,1105,PETTIBONE AVE,FLINT,9642,310929,32.24735532
48503,LG68007,8/18/16,Lead,0,Copper,0,5202,WOODHAVEN DR,FLINT,9642,310929,32.24735532
48503,LG76234,9/22/16,Lead,4,Copper,0,526,S FRANKLIN AVE,FLINT,9642,310929,32.24735532
48503,LG70998,9/1/16,Lead,27,Copper,130,922,E FOSS AVE,FLINT,9642,310929,32.24735532
48503,LG76236,9/22/16,Lead,12,Copper,0,805,E BALTIMORE BLVD,FLINT,9642,310929,32.24735532
48503,LG78664,9/29/16,Lead,4,Copper,90,605,S LYNCH ST,FLINT,9642,310929,32.24735532
48503,LG71350,9/6/16,Lead,3,Copper,100,1602,UNIVERSITY AVE,FLINT,9642,310929,32.24735532
48503,LG72832,9/12/16,Lead,28,Copper,260,1917,JARVIS ST,FLINT,9642,310929,32.24735532
48503,LG67819,8/18/16,Lead,4,Copper,0,1117,SOUTH DR,FLINT,9642,310929,32.24735532
48503,LG87376,11/17/16,Lead,0,Copper,120,1618,WOODSLEA DR,FLINT,9642,310929,32.24735532
48503,LG60777,7/20/16,Lead,0,Copper,70,3731,WORCHESTER DR,FLINT,9642,310929,32.24735532
48503,LG70069,8/29/16,Lead,6,Copper,0,2837,BRANDON ST,FLINT,9642,310929,32.24735532
48503,LG72136,9/8/16,Lead,4,Copper,0,1517,STOCKTON ST,FLINT,9642,310929,32.24735532
48503,LG60208,7/18/16,Lead,4,Copper,0,1414,STONE ST,FLINT,9642,310929,32.24735532
48503,LG67885,8/18/16,Lead,0,Copper,80,2326,COPEMAN BLVD,FLINT,9642,310929,32.24735532
48503,LG59633,7/14/16,Lead,5,Copper,0,717,DICKINSON ST,FLINT,9642,310929,32.24735532
48503,LG86542,11/10/16,Lead,,Copper,,816,W JAMIESON ST,FLINT,9642,310929,32.24735532
48503,LG62991,7/28/16,Lead,6,Copper,160,317,W PIERSON RD,FLINT,9642,310929,32.24735532
48503,LG89408,12/1/16,Lead,0,Copper,0,401,COURT ST,FLINT,9642,310929,32.24735532
48503,LG60661,7/19/16,Lead,13,Copper,100,616,E ATHERTON RD,FLINT,9642,310929,32.24735532
48503,LG85336,11/3/16,Lead,,Copper,,1201,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG60775,7/20/16,Lead,1,Copper,0,4218,OGEMA AVE,FLINT,9642,310929,32.24735532
48503,LG63041,7/28/16,Lead,8,Copper,0,2101,MILLER RD,FLINT,9642,310929,32.24735532
48503,LG75289,9/21/16,Lead,1,Copper,0,4218,OGEMA AVE,FLINT,9642,310929,32.24735532
48503,LG88152,11/21/16,Lead,1,Copper,0,2832,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG87594,11/17/16,Lead,,Copper,,,WOODSIDE CHURCH MCC ECLC,FLINT,9642,310929,32.24735532
48503,LG76085,9/22/16,Lead,0,Copper,0,632,CRAWFORD ST,FLINT,9642,310929,32.24735532
48503,LG84135,10/27/16,Lead,,Copper,,1628,WISCONSIN AVE,FLINT,9642,310929,32.24735532
48503,LG63346,8/1/16,Lead,255,Copper,580,1521,LEITH ST,FLINT,9642,310929,32.24735532
48503,LG75311,9/21/16,Lead,0,Copper,0,1610,CRESCENT DR,FLINT,9642,310929,32.24735532
48503,LG75300,9/21/16,Lead,3,Copper,0,636,CRAWFORD ST,FLINT,9642,310929,32.24735532
48503,LG89874,12/5/16,Lead,,Copper,,311,S FRANKLIN AVE,FLINT,9642,310929,32.24735532
48503,LG88691,11/28/16,Lead,,Copper,,1617,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG64522,8/4/16,Lead,36,Copper,380,3622,GRATIOT AVE,FLINT,9642,310929,32.24735532
48503,LG69510,8/25/16,Lead,0,Copper,0,2004,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG90814,12/8/16,Lead,,Copper,,416,E 4TH ST APT 2,FLINT,9642,310929,32.24735532
48503,LG62986,7/28/16,Lead,9,Copper,0,3722,BURGESS ST,FLINT,9642,310929,32.24735532
48503,LG90809,12/8/16,Lead,,Copper,,204,EAST PATERSON STREET,FLINT,9642,310929,32.24735532
48503,LG75385,9/21/16,Lead,5,Copper,70,1410,BLUEBERRY LN,FLINT,9642,310929,32.24735532
48503,LG79606,10/3/16,Lead,0,Copper,0,,,FLINT,9642,310929,32.24735532
48503,LG87441,11/17/16,Lead,0,Copper,60,4705,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG58861,7/12/16,Lead,0,Copper,0,2560,THOMAS ST,FLINT,9642,310929,32.24735532
48503,LG58031,7/7/16,Lead,0,Copper,0,928,S FRANKLIN AVE,FLINT,9642,310929,32.24735532
48503,LG63014,7/28/16,Lead,14,Copper,80,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG58858,7/12/16,Lead,0,Copper,0,512,S GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG74237,9/15/16,Lead,0,Copper,0,,,FLINT,9642,310929,32.24735532
48503,LG81797,10/13/16,Lead,14,Copper,0,1213,W HAMILTON AVE,FLINT,9642,310929,32.24735532
48503,LG63012,7/28/16,Lead,4,Copper,60,3135,BENNETT AVE,FLINT,9642,310929,32.24735532
48503,LG78684,9/29/16,Lead,0,Copper,0,1328,BELLCREEK DR,FLINT,9642,310929,32.24735532
48503,LG70034,8/29/16,Lead,6,Copper,60,719,PROSPECT ST,FLINT,9642,310929,32.24735532
48503,LG75375,9/21/16,Lead,2,Copper,120,2407,WELCH BLVD,FLINT,9642,310929,32.24735532
48503,LG64550,8/4/16,Lead,0,Copper,0,914,DAMON ST,FLINT,9642,310929,32.24735532
48503,LG68442,8/22/16,Lead,15,Copper,130,1629,PONTIAC ST,FLINT,9642,310929,32.24735532
48503,LG64536,8/4/16,Lead,6,Copper,240,425,W GENESEE ST,FLINT,9642,310929,32.24735532
48503,LG87702,11/17/16,Lead,,Copper,,311,WESTCOMBE AVE,FLINT,9642,310929,32.24735532
48503,LG58044,7/7/16,Lead,0,Copper,0,5606,CLOVERLAWN DR,FLINT,9642,310929,32.24735532
48503,LG91174,12/12/16,Lead,,Copper,,1021,S FRANKLIN AVE,FLINT,9642,310929,32.24735532
48503,LG85354,11/3/16,Lead,0,Copper,0,1621,SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG82138,10/17/16,Lead,5,Copper,280,348,E ATHERTON RD,FLINT,9642,310929,32.24735532
48503,LG88727,11/28/16,Lead,2,Copper,0,3725,WHITTIER,FLINT,9642,310929,32.24735532
48503,LG84153,10/27/16,Lead,,Copper,,416,SPENCER ST,FLINT,9642,310929,32.24735532
48503,LG67922,8/18/16,Lead,16,Copper,0,546,E ATHERTON RD,FLINT,9642,310929,32.24735532
48503,LG60685,7/19/16,Lead,5,Copper,0,2520,E COURT ST,FLINT,9642,310929,32.24735532
48503,LG60668,7/19/16,Lead,0,Copper,0,2808,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG68465,8/22/16,Lead,2,Copper,0,2814,WINONA ST,FLINT,9642,310929,32.24735532
48503,LG85722,11/7/16,Lead,,Copper,,201,E PHILADELPHIA BLVD,FLINT,9642,310929,32.24735532
48503,LG81794,10/13/16,Lead,2,Copper,0,929,WOODLAWN PARK DR,FLINT,9642,310929,32.24735532
48503,LG63007,7/28/16,Lead,0,Copper,50,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG88673,11/28/16,Lead,,Copper,,1310,BLANCHARD AVE,FLINT,9642,310929,32.24735532
48503,LG92069,12/15/16,Lead,,Copper,,1902,SONNY AVE,FLINT,9642,310929,32.24735532
48503,LG66295,8/11/16,Lead,0,Copper,0,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG59606,7/14/16,Lead,5,Copper,170,801,GARDENVIEW DR APT #129,FLINT,9642,310929,32.24735532
48503,LG60617,7/19/16,Lead,1,Copper,0,627,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG87335,11/17/16,Lead,2,Copper,0,2622,MOUNTAIN AVE,FLINT,9642,310929,32.24735532
48503,LG75323,9/21/16,Lead,2,Copper,0,2233,MT ELLIOTT AVE,FLINT,9642,310929,32.24735532
48503,LG60616,7/19/16,Lead,3,Copper,350,4706,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG89855,12/5/16,Lead,,Copper,,2505,E COURT ST,FLINT,9642,310929,32.24735532
48503,LG68474,8/22/16,Lead,2,Copper,0,3017,YALE ST,FLINT,9642,310929,32.24735532
48503,LG71358,9/6/16,Lead,0,Copper,60,2769,BRANDON ST,FLINT,9642,310929,32.24735532
48503,LG84520,10/31/16,Lead,0,Copper,0,3335,DORT HWY,FLINT,9642,310929,32.24735532
48503,LG60627,7/19/16,Lead,7,Copper,110,4710,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG66289,8/11/16,Lead,2,Copper,100,3910,ZIMMERMAN ST,FLINT,9642,310929,32.24735532
48503,LG91152,12/12/16,Lead,0,Copper,0,3822,FENTON,FLINT,9642,310929,32.24735532
48503,LG88693,11/28/16,Lead,,Copper,,2750,WOLCOTT ST,FLINT,9642,310929,32.24735532
48503,LG88135,11/21/16,Lead,0,Copper,0,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG59605,7/14/16,Lead,19,Copper,130,801,GARDENVIEW DR APT #134,FLINT,9642,310929,32.24735532
48503,LG57997,7/7/16,Lead,0,Copper,0,307,S VERNON AVE,FLINT,9642,310929,32.24735532
48503,LG89850,12/5/16,Lead,,Copper,,509,E HARRIET ST,FLINT,9642,310929,32.24735532
48503,LG72790,9/12/16,Lead,0,Copper,70,3125,BRIARWOOD DR,FLINT,9642,310929,32.24735532
48503,LG61526,7/21/16,Lead,19,Copper,160,2715,MASON ST,FLINT,9642,310929,32.24735532
48503,LG86518,11/10/16,Lead,0,Copper,0,4041,SAGINAW,FLINT,9642,310929,32.24735532
48503,LG72807,9/12/16,Lead,2,Copper,0,1615,DURAND ST,FLINT,9642,310929,32.24735532
48503,LG70055,8/29/16,Lead,4,Copper,150,3411,HAWTHORNE DR,FLINT,9642,310929,32.24735532
48503,LG69552,8/25/16,Lead,20,Copper,0,1221,INGLESIDE AVE,FLINT,9642,310929,32.24735532
48503,LG57248,7/5/16,Lead,2,Copper,0,605,ODETTE ST,FLINT,9642,310929,32.24735532
48503,LG86714,11/14/16,Lead,,Copper,,2019,GOLD AVE,FLINT,9642,310929,32.24735532
48503,LG87430,11/17/16,Lead,0,Copper,0,2332,COPEMAN BLVD,FLINT,9642,310929,32.24735532
48503,LG85356,11/3/16,Lead,2,Copper,0,505,MARY ST,FLINT,9642,310929,32.24735532
48503,LG77558,9/27/16,Lead,5,Copper,290,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG92046,12/15/16,Lead,2,Copper,0,4108,SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG74850,9/19/16,Lead,3,Copper,70,1626,WALDMAN AVE,FLINT,9642,310929,32.24735532
48503,LG58854,7/12/16,Lead,2,Copper,0,3727,E HAMPTON DR,FLINT,9642,310929,32.24735532
48503,LG89878,12/5/16,Lead,,Copper,,940,LELAND ST,FLINT,9642,310929,32.24735532
48503,LG89885,12/5/16,Lead,,Copper,,944,LELAND ST,FLINT,9642,310929,32.24735532
48503,LG93145,12/22/16,Lead,,Copper,,3623,NORWOOD DR,FLINT,9642,310929,32.24735532
48503,LG67873,8/18/16,Lead,22,Copper,180,2401,HILLS ST,FLINT,9642,310929,32.24735532
48503,LG58062,7/7/16,Lead,2,Copper,110,309,E STEWART AVE,FLINT,9642,310929,32.24735532
48503,LG74230,9/15/16,Lead,1,Copper,0,1215,LILLIAN DR,FLINT,9642,310929,32.24735532
48503,LG75283,9/21/16,Lead,2,Copper,50,1617,PARK ST,FLINT,9642,310929,32.24735532
48503,LG66308,8/11/16,Lead,0,Copper,0,618,E BISHOP AVE,FLINT,9642,310929,32.24735532
48503,LG90823,12/8/16,Lead,,Copper,,1601,PARK ST,FLINT,9642,310929,32.24735532
48503,LG88701,11/28/16,Lead,,Copper,,620,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG67869,8/18/16,Lead,348,Copper,90,1505,ARROW LN,FLINT,9642,310929,32.24735532
48503,LG69531,8/25/16,Lead,0,Copper,0,3201,BRYN MAWR PL,FLINT,9642,310929,32.24735532
48503,LG63364,8/1/16,Lead,5,Copper,60,613,GRACE ST,FLINT,9642,310929,32.24735532
48503,LG63021,7/28/16,Lead,2,Copper,90,1634,WYOMING AVE,FLINT,9642,310929,32.24735532
48503,LG68458,8/22/16,Lead,0,Copper,0,3618,PINGREE AVE,FLINT,9642,310929,32.24735532
48503,LG71015,9/1/16,Lead,0,Copper,0,3618,PINGREE AVE,FLINT,9642,310929,32.24735532
48503,LG72844,9/12/16,Lead,2,Copper,80,2630,PEWANAGA PL,FLINT,9642,310929,32.24735532
48503,LG74216,9/15/16,Lead,0,Copper,0,3215,BURGESS ST,FLINT,9642,310929,32.24735532
48503,LG76897,9/26/16,Lead,9,Copper,0,2038,CHURCH ST,FLINT,9642,310929,32.24735532
48503,LG66709,8/15/16,Lead,0,Copper,0,3814,BEECHWOOD AVE,FLINT,9642,310929,32.24735532
48503,LG84136,10/27/16,Lead,,Copper,,3510,BRANDON ST,FLINT,9642,310929,32.24735532
48503,LG75281,9/21/16,Lead,27,Copper,0,616,E ATHERTON RD,FLINT,9642,310929,32.24735532
48503,LG69556,8/25/16,Lead,0,Copper,0,2037,CADILLAC ST,FLINT,9642,310929,32.24735532
48503,LG87402,11/17/16,Lead,0,Copper,50,1220,AVENUE B,FLINT,9642,310929,32.24735532
48503,LG57983,7/7/16,Lead,0,Copper,60,507B,AVON ST,FLINT,9642,310929,32.24735532
48503,LG77512,9/27/16,Lead,0,Copper,0,2954,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG76251,9/22/16,Lead,0,Copper,70,2107,CALUMET ST,FLINT,9642,310929,32.24735532
48503,LG88546,11/23/16,Lead,2,Copper,0,639,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG72808,9/12/16,Lead,3,Copper,130,1706,CHELSEA CIRLCE,FLINT,9642,310929,32.24735532
48503,LG75318,9/21/16,Lead,6,Copper,0,1117,SOUTH DR,FLINT,9642,310929,32.24735532
48503,LG60645,7/19/16,Lead,0,Copper,70,2326,COPEMAN BLVD,FLINT,9642,310929,32.24735532
48503,LG69497,8/25/16,Lead,0,Copper,0,909,E PIERSON RD,FLINT,9642,310929,32.24735532
48503,LG87443,11/17/16,Lead,9,Copper,0,1209,NEUBERT AVE,FLINT,9642,310929,32.24735532
48503,LG71351,9/6/16,Lead,5,Copper,0,2025,MONTEITH ST,FLINT,9642,310929,32.24735532
48503,LG92040,12/15/16,Lead,0,Copper,0,4831,FENTON RD,FLINT,9642,310929,32.24735532
48503,LG85703,11/7/16,Lead,9,Copper,570,2402,S DORT HWY,FLINT,9642,310929,32.24735532
48503,LG88134,11/21/16,Lead,1,Copper,0,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG85366,11/3/16,Lead,0,Copper,70,2010,BARK ST,FLINT,9642,310929,32.24735532
48503,LG74849,9/19/16,Lead,5,Copper,0,907,DUPONT ST,FLINT,9642,310929,32.24735532
48503,LG64994,8/8/16,Lead,0,Copper,0,1191,REX AVE,FLINT,9642,310929,32.24735532
48503,LG63030,7/28/16,Lead,2,Copper,100,2007,STONEY BROOK CT,FLINT,9642,310929,32.24735532
48503,LG76253,9/22/16,Lead,0,Copper,0,2010,BARKS ST,FLINT,9642,310929,32.24735532
48503,LG67941,8/18/16,Lead,6,Copper,0,1915,COPEMAN BLVD,FLINT,9642,310929,32.24735532
48503,LG62987,7/28/16,Lead,2,Copper,0,2718,SWAYZE ST,FLINT,9642,310929,32.24735532
48503,LG63038,7/28/16,Lead,0,Copper,0,3729,RISEDORPH AVE,FLINT,9642,310929,32.24735532
48503,LG71343,9/6/16,Lead,2,Copper,0,423,THOMSON ST,FLINT,9642,310929,32.24735532
48503,LG83437,10/24/16,Lead,,Copper,,1122,BARRINGTON DR,FLINT,9642,310929,32.24735532
48503,LG83049,10/20/16,Lead,0,Copper,0,1,RIVERFRONT PLZ,FLINT,9642,310929,32.24735532
48503,LG87397,11/17/16,Lead,34,Copper,50,833,E WELLINGTON AVE,FLINT,9642,310929,32.24735532
48503,LG71011,9/1/16,Lead,0,Copper,0,924,CRAWFORD ST,FLINT,9642,310929,32.24735532
48503,LG90787,12/8/16,Lead,0,Copper,0,3410,CORUNNA,FLINT,9642,310929,32.24735532
48503,LG87622,11/17/16,Lead,,Copper,,,PINEHURST ELEM HEAD START,MT MORRIS,9642,310929,32.24735532
48503,LG84128,10/27/16,Lead,,Copper,,633,PARTRIDGE ST,FLINT,9642,310929,32.24735532
48503,LG58074,7/7/16,Lead,3,Copper,0,1602,S BALLENGER HWY,FLINT,9642,310929,32.24735532
48503,LG88670,11/28/16,Lead,,Copper,,2216,LYMAN ST,FLINT,9642,310929,32.24735532
48503,LG59578,7/14/16,Lead,0,Copper,0,2211,S DORT HWY,FLINT,9642,310929,32.24735532
48503,LG60218,7/18/16,Lead,0,Copper,0,2330,S DORT HWY,FLINT,9642,310929,32.24735532
48503,LG86548,11/10/16,Lead,,Copper,,112,CRAIGHTON CT,FLINT,9642,310929,32.24735532
48503,LG88061,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,9642,310929,32.24735532
48503,LG88062,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,9642,310929,32.24735532
48503,LG67843,8/18/16,Lead,"2,169",Copper,0,2843,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG58841,7/12/16,Lead,0,Copper,0,914,CHURCH ST,FLINT,9642,310929,32.24735532
48503,LG79584,10/3/16,Lead,14,Copper,0,701,MARQUETTE ST,FLINT,9642,310929,32.24735532
48503,LG87395,11/17/16,Lead,"5,986",Copper,780,617,THOMSON ST,FLINT,9642,310929,32.24735532
48503,LG84151,10/27/16,Lead,,Copper,,2602,NOLEN DR,FLINT,9642,310929,32.24735532
48503,LG86526,11/10/16,Lead,,Copper,,2111,CARTIER ST,FLINT,9642,310929,32.24735532
48503,LG87363,11/17/16,Lead,2,Copper,0,1514,WELCH BLVD,FLINT,9642,310929,32.24735532
48503,LG87372,11/17/16,Lead,9,Copper,110,2305,JOLIET ST,FLINT,9642,310929,32.24735532
48503,LG60650,7/19/16,Lead,2,Copper,130,2407,WELCH BLVD,FLINT,9642,310929,32.24735532
48503,LG69494,8/25/16,Lead,12,Copper,1160,3410,PARKSIDE DR,FLINT,9642,310929,32.24735532
48503,LG75355,9/21/16,Lead,9,Copper,0,2614,MOUNTAIN AVE,FLINT,9642,310929,32.24735532
48503,LG61082,7/20/16,Lead,5,Copper,0,1515,MILBOURNE AVE,FLINT,9642,310929,32.24735532
48503,LG89872,12/5/16,Lead,,Copper,,3714,RISEDORPH,FLINT,9642,310929,32.24735532
48503,LG72826,9/12/16,Lead,0,Copper,0,412,S LYNCH ST,FLINT,9642,310929,32.24735532
48503,LG60811,7/20/16,Lead,9,Copper,90,1629,PONTIAC ST,FLINT,9642,310929,32.24735532
